neuron_id,spike_time
0,8199.449999999992 ms
0,8201.74999999999 ms
0,8210.849999999993 ms
0,8221.649999999992 ms
0,8224.99999999999 ms
0,8225.899999999989 ms
0,8231.79999999999 ms
0,8237.59999999999 ms
0,8242.999999999987 ms
0,8250.699999999988 ms
0,8252.749999999987 ms
0,8261.199999999988 ms
0,8262.149999999989 ms
0,8263.949999999988 ms
0,8268.199999999992 ms
0,8273.34999999999 ms
0,8275.59999999999 ms
0,8280.499999999987 ms
0,8280.799999999987 ms
0,8285.599999999986 ms
0,8287.899999999985 ms
0,8288.199999999984 ms
0,8296.749999999984 ms
0,8297.799999999983 ms
0,8302.649999999985 ms
0,8306.299999999983 ms
0,8312.049999999987 ms
0,8322.849999999986 ms
0,8323.299999999987 ms
0,8334.849999999986 ms
0,8340.849999999982 ms
0,8347.299999999983 ms
0,8351.499999999984 ms
0,8390.849999999986 ms
0,8395.199999999988 ms
0,8398.949999999984 ms
0,8403.899999999985 ms
